10/21/2014 12:26:59,410.0
10/21/2014 12:27:3,54.0
10/21/2014 12:27:7,517.0
10/21/2014 12:27:17,505.0
10/21/2014 12:27:20,523.0
10/21/2014 12:27:24,556.0
10/21/2014 12:27:27,558.0
10/21/2014 12:27:30,1.0
10/21/2014 12:27:34,3.0
10/21/2014 12:27:37,513.0
10/21/2014 12:27:41,5.0
10/21/2014 12:27:44,420.0
10/21/2014 12:27:47,231.0
10/21/2014 12:27:51,259.0
10/21/2014 12:27:54,258.0
10/21/2014 12:27:58,247.0
10/21/2014 12:28:1,241.0
10/21/2014 12:28:4,242.0
10/21/2014 12:28:8,233.0
10/21/2014 12:28:11,239.0
10/21/2014 12:28:15,250.0
10/21/2014 12:28:18,247.0
10/21/2014 12:28:21,241.0
10/21/2014 12:28:25,234.0
10/21/2014 12:28:28,232.0
10/21/2014 12:28:32,226.0
10/21/2014 12:28:35,223.0
10/21/2014 12:28:39,219.0
10/21/2014 12:28:42,216.0
10/21/2014 12:28:45,216.0
10/21/2014 12:28:49,211.0
10/21/2014 12:28:52,211.0
10/21/2014 12:28:56,213.0
10/21/2014 12:28:59,209.0
10/21/2014 12:29:2,209.0
10/21/2014 12:29:6,211.0
10/21/2014 12:29:9,209.0
10/21/2014 12:29:13,208.0
10/21/2014 12:29:16,208.0
10/21/2014 12:29:19,207.0
10/21/2014 12:29:23,206.0
10/21/2014 12:29:26,204.0
10/21/2014 12:29:30,204.0
10/21/2014 12:29:33,202.0
10/21/2014 12:29:36,203.0
10/21/2014 12:29:40,202.0
10/21/2014 12:29:43,201.0
10/21/2014 12:29:47,200.0
10/21/2014 12:29:50,198.0
10/21/2014 12:29:53,199.0
10/21/2014 12:29:57,197.0
10/21/2014 12:30:0,197.0
10/21/2014 12:30:4,197.0
10/21/2014 12:30:7,196.0
10/21/2014 12:30:10,195.0
10/21/2014 12:30:14,194.0
10/21/2014 12:30:17,193.0
10/21/2014 12:30:21,195.0
10/21/2014 12:30:24,194.0
10/21/2014 12:30:28,194.0
10/21/2014 12:30:31,192.0
10/21/2014 12:30:34,191.0
10/21/2014 12:30:38,193.0
10/21/2014 12:30:41,192.0
10/21/2014 12:30:45,191.0
10/21/2014 12:30:48,194.0
10/21/2014 12:30:51,190.0
10/21/2014 12:30:55,191.0
10/21/2014 12:30:58,192.0
10/21/2014 12:31:2,192.0
10/21/2014 12:31:5,191.0
10/21/2014 12:31:8,190.0
10/21/2014 12:31:12,190.0
10/21/2014 12:31:15,190.0
10/21/2014 12:31:19,190.0
10/21/2014 12:31:22,191.0
10/21/2014 12:31:25,190.0
10/21/2014 12:31:29,189.0
10/21/2014 12:31:32,190.0
10/21/2014 12:31:36,191.0
10/21/2014 12:31:39,188.0
10/21/2014 12:31:42,189.0
10/21/2014 12:31:46,190.0
10/21/2014 12:31:49,189.0
10/21/2014 12:31:53,188.0
10/21/2014 12:31:56,187.0
10/21/2014 12:31:59,190.0
10/21/2014 12:32:3,189.0
10/21/2014 12:32:6,190.0
10/21/2014 12:32:10,189.0
10/21/2014 12:32:13,188.0
10/21/2014 12:32:16,190.0
10/21/2014 12:32:20,194.0
10/21/2014 12:32:23,191.0
10/21/2014 12:32:27,190.0
10/21/2014 12:32:30,190.0
10/21/2014 12:32:34,190.0
10/21/2014 12:32:37,188.0
10/21/2014 12:32:40,189.0
10/21/2014 12:32:44,190.0
10/21/2014 12:32:47,187.0
10/21/2014 12:32:51,188.0
10/21/2014 12:32:54,190.0
10/21/2014 12:32:57,186.0
10/21/2014 12:33:1,189.0
10/21/2014 12:33:4,187.0
10/21/2014 12:33:8,185.0
10/21/2014 12:33:11,185.0
10/21/2014 12:33:14,185.0
10/21/2014 12:33:18,187.0
10/21/2014 12:33:21,183.0
10/21/2014 12:33:25,185.0
10/21/2014 12:33:28,180.0
10/21/2014 12:33:31,182.0
10/21/2014 12:33:35,180.0
10/21/2014 12:33:38,180.0
10/21/2014 12:33:42,180.0
10/21/2014 12:33:45,182.0
10/21/2014 12:33:48,180.0
10/21/2014 12:33:52,179.0
10/21/2014 12:33:55,178.0
10/21/2014 12:33:59,177.0
10/21/2014 12:34:2,176.0
10/21/2014 12:34:5,176.0
10/21/2014 12:34:9,176.0
10/21/2014 12:34:12,175.0
10/21/2014 12:34:16,176.0
10/21/2014 12:34:19,177.0
10/21/2014 12:34:23,176.0
10/21/2014 12:34:26,176.0
10/21/2014 12:34:29,175.0
10/21/2014 12:34:33,173.0
10/21/2014 12:34:36,173.0
10/21/2014 12:34:40,174.0
10/21/2014 12:34:43,174.0
10/21/2014 12:34:46,175.0
10/21/2014 12:34:50,175.0
10/21/2014 12:34:53,174.0
10/21/2014 12:34:57,174.0
10/21/2014 12:35:0,174.0
10/21/2014 12:35:3,174.0
10/21/2014 12:35:7,176.0
10/21/2014 12:35:10,175.0
10/21/2014 12:35:14,176.0
10/21/2014 12:35:17,176.0
10/21/2014 12:35:20,176.0
10/21/2014 12:35:24,176.0
10/21/2014 12:35:27,176.0
10/21/2014 12:35:31,174.0
10/21/2014 12:35:34,175.0
10/21/2014 12:35:37,177.0
10/21/2014 12:35:41,176.0
10/21/2014 12:35:44,175.0
10/21/2014 12:35:48,175.0
10/21/2014 12:35:51,177.0
10/21/2014 12:35:54,177.0
10/21/2014 12:35:58,175.0
10/21/2014 12:36:1,174.0
10/21/2014 12:36:5,174.0
10/21/2014 12:36:8,175.0
10/21/2014 12:36:11,175.0
10/21/2014 12:36:15,174.0
10/21/2014 12:36:18,174.0
10/21/2014 12:36:22,173.0
10/21/2014 12:36:25,173.0
10/21/2014 12:36:29,174.0
10/21/2014 12:36:32,175.0
10/21/2014 12:36:35,175.0
10/21/2014 12:36:39,173.0
10/21/2014 12:36:42,174.0
10/21/2014 12:36:46,173.0
10/21/2014 12:36:49,173.0
10/21/2014 12:36:52,174.0
10/21/2014 12:36:56,175.0
10/21/2014 12:36:59,174.0
10/21/2014 12:37:3,173.0
10/21/2014 12:37:6,174.0
10/21/2014 12:37:9,176.0
10/21/2014 12:37:13,179.0
10/21/2014 12:37:16,177.0
10/21/2014 12:37:20,177.0
10/21/2014 12:37:23,176.0
10/21/2014 12:37:26,175.0
10/21/2014 12:37:30,176.0
10/21/2014 12:37:33,176.0
10/21/2014 12:37:37,177.0
10/21/2014 12:37:40,177.0
10/21/2014 12:37:43,178.0
10/21/2014 12:37:47,178.0
10/21/2014 12:37:50,178.0
10/21/2014 12:37:54,178.0
10/21/2014 12:37:57,179.0
10/21/2014 12:38:1,178.0
10/21/2014 12:38:4,179.0
10/21/2014 12:38:7,179.0
10/21/2014 12:38:11,180.0
10/21/2014 12:38:14,180.0
10/21/2014 12:38:18,179.0
10/21/2014 12:38:21,181.0
10/21/2014 12:38:24,181.0
10/21/2014 12:38:28,179.0
10/21/2014 12:38:31,179.0
10/21/2014 12:38:35,180.0
10/21/2014 12:38:38,182.0
10/21/2014 12:38:41,181.0
10/21/2014 12:38:45,181.0
10/21/2014 12:38:48,182.0
10/21/2014 12:38:52,181.0
10/21/2014 12:38:55,182.0
10/21/2014 12:38:58,182.0
10/21/2014 12:39:2,181.0
10/21/2014 12:39:5,181.0
10/21/2014 12:39:9,182.0
10/21/2014 12:39:12,183.0
10/21/2014 12:39:15,183.0
10/21/2014 12:39:19,183.0
10/21/2014 12:39:22,183.0
10/21/2014 12:39:26,183.0
10/21/2014 12:39:29,184.0
